"X","GSIName","OrigName","SrcName","Type","Depth_m","Dpth.Rck_m","DTRConfid","DrillDate","Easting","Northing","Loc_Acc","Townland","Town","County","SixInShtNo","SourceUse","YldClass","ProdClass","Yield_m3d","Abstr_m3d","Ovrflw_m3d","AbstrDDm","SC_m3dm","cas1dia_mm","Wtrstrk1_m","Wtrstrk2_m","Wtrstrk3_m","Wtrstrk4_m","Wtrloss1_m","GenComms","DrillComms","CasingComs","WellType"
77,"1429SWW005","EPA May16","Kilkelly WSS","Spring",NA,3,"Bedrock Met",NA,144200,292300,"to 50m","KNOCKBRACK","Kilkelly","Mayo","72","Public supply (Co Co)","High Spring",NA,3311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Water quality data available in M.J. Doak thesis 1995","EPA grid refs supplied  and also refs in M. J. Doak Thesis 1995","Max capacity 3900m3/d. Info from M.J.Doak 1995- Vunerability on pollution and Hydrochemical variation of springs in W of Ire.
Co. Co pumps:318m3/d 
Group Scheme: 991m3/d","A"
78,"1429SWW006","MO WG 179",NA,"Borehole",73.2,6.1,"Bedrock Met","2000-01-15",147700,293360,"to 50m","GLENTAVRAUN","Kilkelly","Mayo","73","Agri & domestic use","Poor",NA,10.9,NA,NA,NA,NA,152,61,67.1,NA,NA,NA,"Drilled by Patrick Briody, Rathangan","Site map included","Estimated Yield
chemical data available","A"
1,"0533SEW001","EPA MAY 36","Belmullet GWS","Dug well",NA,NA,NA,NA,67400,331900,"to 100m","EMLYBEG NORTH","Belmullet","Mayo","9","Group Scheme","Good",NA,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA grid refs supplied. Info from EPA GW sources Mar 2002","Quantity 250m3/d","B"
2,"0825NEW002","MO WG 241",NA,"Borehole",67.1,3.7,"Bedrock Met","2001-03-16",106510,264940,"to 100m","CHURCHFIELD UPPER","Tourmakeady","Mayo","116A","Agri & domestic use","Poor","V",21.8,NA,NA,48.8,0.45,152,33.5,48.8,NA,NA,NA,"Drilled by Tony Lynch, Cappamore",NA,"72 hr test; Cavities at 33.5m and 48.8m","B"
3,"0831SEW002","MO WG 204",NA,"Borehole",51.8,4.9,"Bedrock Met","1999-10-21",102730,310670,"to 100m","KEENAGH BEG","Crossmolina","Mayo","46","Agri & domestic use","Poor","V",4.6,NA,NA,24.4,0.2,152,15.2,33.5,NA,NA,NA,"Drilled by Dullea, Donegal","Past Keenagh Church and school,1st road on left, 2nd house on right up a little lane","24 hr test
Chemical data available","B"
4,"1129SWW003",NA,NA,"Borehole",NA,NA,NA,NA,120780,293170,"to 100m","CASTLEBAR","Gortnafolla","Mayo","78","Agri & domestic use","Good",NA,109.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,"Plentiful supply.
Yield of 21.8m3/d. Then blasted until 65lbs powder. 130.92m3/d, diminished a bit.
1972","B"
5,"1131SWW004",NA,NA,"Borehole",37.2,4.3,"Bedrock Met",NA,124040,316940,"to 100m","BALLINA","Rehins","Mayo","39","Industrial use","Excellent","I",1308,NA,NA,NA,172,150,NA,NA,NA,NA,NA,"unknown","Rotary","slightly sulphur","B"
6,"1133SWW002","MO WG 002",NA,"Borehole",42.7,3.1,"Bedrock Met","1998-10-02",117670,338230,"to 100m","CASTLETOWN","Ballina","Mayo","7","Agri & domestic use","Poor","V",16.4,NA,NA,15.2,1.08,152,36.6,NA,NA,NA,NA,"Drilled by Boland Bros, Enniscrone","v rough site map included. Near Castletown House","10 hr test; chemical data available","B"
7,"1125NEW017","BH1",NA,"Borehole",7.5,7.5,"Bedrock Met",NA,136080,269760,"to 500m","BALLINDINE NORTH","Ballindine","Mayo","111","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,"B"
8,"1127NEW003",NA,NA,"Unknown",53.3,NA,"DTB Unknown",NA,126200,284540,"to 500m","BALLA","Kiltamagh","Mayo","90","Agri & domestic use","Good",NA,218.3,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,"unknown",NA,"Excellem water. 3/1/1969","B"
9,"1127NEW005",NA,NA,"Borehole",29,4.9,"Bedrock Met",NA,127600,281740,"to 500m","MONARD","Claremorris","Mayo","91","Agri & domestic use","Excellent",NA,545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,"B"
10,"1127NWW003",NA,NA,"Borehole",61,NA,"DTB Unknown",NA,117400,274500,"to 500m","LUGAPHUILL","Castlebar","Mayo","79","Agri & domestic use","Excellent",NA,436.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,"22/11/68, 1st well bored to 68m, no water, 2nd well 18m from the 1st.Excellen supply","B"
11,"1127SEW002",NA,NA,"Borehole",54.2,NA,"DTB Unknown",NA,126790,278400,"to 500m","KNOCKRICKARD","Claremorris","Mayo","101","Agri & domestic use","Excellent",NA,545.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,"B"
12,"1127SWW001",NA,NA,"Unknown",68.6,NA,"DTB Unknown",NA,121530,277470,"to 500m","BALLYGLASS","Claremorris","Mayo","100","Agri & domestic use","Moderate",NA,54.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,"23/7/69,snad spoiled well and could not put down pipe.Second well bored to 35.1m,24.4m away. Yield of 21.8m3/d (poor)","B"
13,"1129NWW002","MO WG 185",NA,"Borehole",56.4,6.7,"Bedrock Met","1999-09-15",117860,300810,"to 500m","GREENANS","Ross","Mayo","60","Agri & domestic use","Poor","V",14.2,NA,NA,12.2,1.2,152,39.6,NA,NA,NA,NA,"Drilled by Dullea, Donegal","1st turn after Ross village, about 3 miles from village, near B+B","6 hr test; chemical data available","B"
14,"1129NWW003",NA,NA,"Borehole",36.6,NA,"DTB Unknown",NA,118290,305200,"to 500m","TERRYDUFF","Lough Conn","Mayo","48","Agri & domestic use",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,"B"
15,"1129SWW004",NA,NA,"Borehole",114.3,NA,"DTB Unknown",NA,118480,291300,"to 500m","WINDSOR","Turlough","Mayo","79","Agri & domestic use","Good",NA,163.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,"Well has not yet had a pump put in it and is not topped","B"
16,"1131SWW002",NA,NA,"Dug well",0.9,NA,"DTB Unknown",NA,111050,319030,"to 500m","KNOCKBAUN","Crossmolina","Mayo","29","Agri & domestic use","Good",NA,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,"17-5-1972","B"
17,"1131SWW003",NA,NA,"Borehole",15.3,NA,"DTB Unknown",NA,122990,313430,"to 500m","CORROY","Ballina","Mayo","39","Agri & domestic use","Good",NA,158,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,"unknown",NA,"1955","B"
18,"1131SWW005",NA,NA,"Unknown",32.6,NA,"DTB Unknown",NA,111960,312350,"to 500m","DERVIN","Castlehill","Mayo","38","Agri & domestic use",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,"B"
19,"1131SWW006",NA,NA,"Borehole",17.1,NA,"DTB Unknown",NA,111970,312300,"to 500m","DERVIN","Castlehill","Mayo","38","Agri & domestic use",NA,NA,NA,NA,NA,NA,NA,NA,15.2,NA,NA,NA,NA,"unknown",NA,NA,"B"
20,"1429NWW005","MO WG 064",NA,"Borehole",38.4,9,"Bedrock Presumed","1998-07-23",149030,300640,"to 500m","BULCAUN","Charlestown","Mayo","63","Agri & domestic use","Moderate",NA,76.4,NA,NA,NA,NA,152,NA,NA,NA,NA,NA,"Drilled by Tom Connell, Blackrock; 
Approx. DtB inferred from steel casing depth","site map included but no accurate location","chemical data available","B"
21,"1429NWW007",NA,NA,"Borehole",18.6,NA,"DTB Unknown",NA,140700,304940,"to 500m","BELLANACURRA","Charlestown","Mayo","50","Agri & domestic use","Poor",NA,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,"35431","B"
1,"0527SEW001","MO WG 173",NA,"Borehole",51.8,1.2,"Bedrock Met","1999-08-15",75190,270900,"to 1km","CORRAGAUN","Louisburg","Mayo",NA,"Agri & domestic use","Poor",NA,10.9,NA,NA,NA,NA,152,42.7,48.8,NA,NA,NA,"Drilled by Boland Bros, Enniscrone","From Killadoon P.O. travel approx 3 miles towards Silver Strand, cross small bridge, on RHS.","
Chemical data available","C"
2,"0825NEW003",NA,"Gaeltanna Eireann","Borehole",33.5,4.6,"Bedrock Met",NA,109450,269190,"to 1km","TRENLAUR","Tourmakeady","Mayo",NA,"Agri & domestic use","Failure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,"C"
3,"0833SEW001",NA,NA,"Dug well",2.4,NA,"DTB Unknown",NA,103410,339070,"to 1km","BEHY","Belderg","Mayo","6","Agri & domestic use","Good",NA,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,"Date of test Sept 1972","C"
4,"1125NEW013",NA,"Charlestown Wss","Spring",NA,NA,NA,NA,129670,266130,"to 1km","BUSHFIELD","Lisnamoyle","Mayo","110","Public supply (Co Co)","Intermediate Spring",NA,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Info from Public Supplies in Co. Mayo 02-07-02","The yield represents half of the amount it used to supply","C"
5,"1125NWW002","WTB/MYO/492 and WTB/MYO/508",NA,"Borehole",20.7,2.4,"Bedrock Met",NA,122490,263210,"to 1km","CARROWKEEL","Ballinrobe","Mayo","118","Agri & domestic use","Good",NA,109.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joint work between Carrowkeel and Ballytrasna","Oct 1966 info arrived, yield taken May 1965","C"
6,"1127NEW004",NA,NA,"Unknown",45.7,NA,"DTB Unknown",NA,126380,283140,"to 1km","ARDBOLEY","Balla","Mayo","90","Agri & domestic use","Good",NA,109,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,"unknown",NA,NA,"C"
7,"1127NWW001",NA,NA,"Borehole",29.9,3.7,"Bedrock Met","1971-05-01",123950,282740,"to 1km","BROWNHALL","Ballycarra","Mayo","90","Agri & domestic use",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,"C"
8,"1129SEW001",NA,NA,"Borehole",19.8,13.7,"Bedrock Met",NA,133440,292430,"to 1km","KILLEDAN",NA,"Mayo","71","Domestic use only","Good",NA,130.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","infront of dwelling house","Excellent spring at 15.24m, good quality water","C"
9,"1129SEW003","MO WG 262",NA,"Borehole",79.3,13.7,"Bedrock Met","2001-08-15",136420,290050,"to 1km","CARRICK","Kiltimagh","Mayo","80","Agri & domestic use","Poor",NA,10.9,NA,NA,NA,NA,152,54.9,67.1,73.2,NA,NA,"Drilled by Patrick Briody, Rathangan",NA,"Estimated Yield; cham. data available","C"
10,"1131NWW001","ILC 675","Land Commission","Borehole",11.1,3.1,"Bedrock Met",NA,120950,328860,"to 1km","MEELICK","Killala","Mayo",NA,"Agri & domestic use","Moderate","II",27.3,NA,NA,NA,108,NA,6.1,NA,NA,NA,NA,"unknown",NA,"bailing @ 98.2m3/d, failed to lower water level past 4.6m. Jan 1960","C"
11,"1131NWW001",NA,NA,"Borehole",45.1,1.2,"Bedrock Met","1970-05-01",114030,325100,"to 1km","BALLINTUBBER",NA,"Mayo","21",NA,"Poor",NA,98.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WTB/Myo 2737",NA,NA,"C"
12,"1131NWW002",NA,"Culleens National School","Unknown",43.9,4.9,"Bedrock Met",NA,123630,322360,"to 1km","CULLEENS",NA,"Mayo",NA,"Agri & domestic use","Good",NA,21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Driller Mr Boland","For new national school, Jan 1967","109-218m3/d overflowing in Jan 1967; Later record for April 1967 says 33 m3/d","C"
13,"1131NWW002",NA,NA,"Borehole",16.8,1.5,"Bedrock Met","1973-09-01",116170,328270,"to 1km","BALLYGOWAN",NA,"Mayo","21","Domestic use only","Poor",NA,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WTB/MYO 4178",NA,NA,"C"
14,"1131NWW003",NA,NA,"Borehole",19.8,6.1,"Bedrock Met","1962-06-12",112150,324520,"to 1km","ARDVARNEY",NA,"Mayo","21",NA,"Poor",NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WTB/MYO 307",NA,NA,"C"
15,"1131NWW003",NA,"Land Commission Well","Borehole",14,10.1,"Bedrock Met","1958-11-01",124280,321540,"to 1km","FARRANNOO","Ballina","Mayo",NA,"Agri & domestic use","Good",NA,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,"Oct/Nov 1958","C"
16,"1131NWW004","EPA May17","Killala WS","Borehole",NA,NA,NA,NA,120300,329700,"to 1km","KILLALA","Meelick","Mayo",NA,"Group Scheme",NA,NA,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA grid refs supplied. Info from EPA GW sources Mar 2002","Quantity 160m3/d","C"
17,"1131NWW006",NA,NA,"Borehole",33.2,0.6,"Bedrock Met","1970-04-01",120750,326930,"to 1km","BALLLINTEEAN",NA,"Mayo",NA,NA,"Poor",NA,32.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WTB/MYO 1610, 1759, 1827",NA,NA,"C"
18,"1131NWW007",NA,NA,"Borehole",29.3,1.5,"Bedrock Met","1972-06-01",123830,326830,"to 1km","BALLYSAKEERY",NA,"Mayo",NA,NA,"Moderate",NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WTB/MYO 2984",NA,NA,"C"
19,"1131NWW008",NA,NA,"Borehole",13.7,2.1,"Bedrock Met","1973-04-01",123830,326730,"to 1km","BALLYSAKEERY",NA,"Mayo",NA,NA,"Poor",NA,32.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WTB/MYO 3923",NA,NA,"C"
20,"1131NWW009",NA,NA,"Borehole",30.2,7.6,"Bedrock Met","1974-09-01",123830,326630,"to 1km","BALLYSAKEERY",NA,"Mayo",NA,NA,"Poor",NA,21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WTB/MYO 4269",NA,"Steel Casing, Max Safe yield: 
32.7m3/day","C"
21,"1131NWW010",NA,NA,"Dug well",2.7,NA,"DTB Unknown","1973-09-01",122600,327350,"to 1km","NEWTOWN WHITE",NA,"Mayo",NA,NA,"Poor",NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WTB/MYO 4351",NA,NA,"C"
22,"1131NWW011",NA,NA,"Unknown",20.7,2.4,"Bedrock Met","1971-09-01",121900,328950,"to 1km","MOYNE",NA,"Mayo",NA,NA,"Poor",NA,21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
23,"1131NWW012",NA,NA,"Dug well",1.5,0,"Bedrock Met","1973-09-01",121900,328850,"to 1km","MOYNE",NA,"Mayo",NA,NA,"Moderate",NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WTB/MYO 2331",NA,NA,"C"
24,"1131NWW013",NA,NA,"Borehole",16.8,13.1,"Bedrock Met",NA,120670,328730,"to 1km","MEELICK",NA,"Mayo",NA,NA,"Poor",NA,21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
25,"1131NWW014",NA,NA,"Borehole",24.4,3.4,"Bedrock Met","1971-09-01",117330,327170,"to 1km","CLOONFADDA",NA,"Mayo",NA,NA,"Poor",NA,21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
26,"1131NWW015",NA,NA,"Borehole",19.8,4.3,"Bedrock Met","1973-07-01",121150,323170,"to 1km","FARRANNASCULLOGE",NA,"Mayo",NA,NA,"Moderate",NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WTB/MYO 3967",NA,NA,"C"
27,"1131NWW016",NA,NA,"Borehole",45.7,2.4,"Bedrock Met","1972-01-01",122030,326950,"to 1km","RATHGLASS EAST",NA,"Mayo",NA,NA,"Poor",NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WTB/MYO 3257",NA,NA,"C"
28,"1131NWW017",NA,NA,"Borehole",40.5,1.8,"Bedrock Met","1970-02-01",123350,328150,"to 1km","RUSHEENS",NA,"Mayo",NA,NA,"Poor",NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WTB/MYO 2493",NA,NA,"C"
29,"1131NWW018",NA,NA,"Borehole",8.8,3.1,"Bedrock Met","1971-06-09",122470,325300,"to 1km","ROSSERK",NA,"Mayo",NA,NA,"Poor",NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
30,"1131NWW019",NA,NA,"Borehole",18.3,9.1,"Bedrock Met","1970-10-01",112210,323550,"to 1km","RATHGLASS WEST",NA,"Mayo","29",NA,"Poor",NA,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WTB/MYO 3179",NA,NA,"C"
31,"1131NWW020",NA,NA,"Borehole",35.1,4.6,"Bedrock Met","1973-12-18",122630,320230,"to 1km","ARDOUGHAN",NA,"Mayo",NA,NA,"Poor",NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WTB/MYO 4268",NA,NA,"C"
32,"1131NWW022",NA,NA,"Borehole",31.7,2.4,"Bedrock Met","1973-03-01",119730,322950,"to 1km","RATHBALL",NA,"Mayo",NA,NA,"Poor",NA,32.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
33,"1131NWW023",NA,NA,"Dug well",3.7,3.7,"Bedrock Presumed","1971-09-13",122400,322200,"to 1km","CULLEENS",NA,"Mayo",NA,NA,"Poor",NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
34,"1131NWW025",NA,NA,"Borehole",19.8,3.1,"Bedrock Met","1973-09-20",122400,322400,"to 1km","CULLEENS",NA,"Mayo",NA,NA,"Poor",NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WTB/MYO 3029",NA,NA,"C"
35,"1131NWW026",NA,NA,"Dug well",0.9,0.9,"Bedrock Presumed","1973-06-28",122400,322500,"to 1km","CULLEENS",NA,"Mayo",NA,NA,"Poor",NA,21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WTB/Myo 4048",NA,NA,"C"
36,"1131NWW029",NA,NA,"Dug well",4.6,4.3,"Bedrock Met","1962-06-18",120370,322170,"to 1km","CLOONAGH MORE",NA,"Mayo",NA,NA,"Poor",NA,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
37,"1131NWW030",NA,NA,"Borehole",25,4.9,"Bedrock Met","1971-03-12",123250,323170,"to 1km","RATHROEEN",NA,"Mayo",NA,NA,"Good",NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
38,"1131NWW031",NA,NA,"Borehole",6.7,6.7,"Bedrock Presumed",NA,123250,323070,"to 1km","RATHROEEN",NA,"Mayo",NA,NA,"Poor",NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
39,"1131SWW007",NA,NA,"Borehole",37.5,4,"Bedrock Met",NA,120190,317940,"to 1km","CRANNAGH","Ballina","Mayo",NA,"Agri & domestic use","Failure",NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","23012",NA,"C"
40,"1131SWW008","WTB/MYO/253",NA,"Dug well",4.6,NA,"Bedrock Not Met",NA,123380,315850,"to 1km","BALLYNARAHA","Ballina","Mayo","39","Agri & domestic use",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,"23833","C"
41,"1131SWW009",NA,"Bunnyconnellan WSS","Spring",NA,NA,NA,NA,120560,313840,"to 1km","NEWTOWN","Ballina","Mayo","39","Public supply (Co Co)","Intermediate Spring",NA,1818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Info from Public Supplies in Co. Mayo 02-07-02.
Streams from springs",NA,"C"
42,"1133NWW001","MO WG 095",NA,"Borehole",36.6,2.4,"Bedrock Met","1998-09-14",117640,340050,"to 1km","CREEVAGH","Rathlacken","Mayo","7","Agri & domestic use","Poor",NA,16.4,NA,NA,NA,NA,152,18.3,30.5,NA,NA,NA,"Drilled by Boland Bros, Enniscrone","V rough site map included","3 hr test","C"
43,"1133SWW001","MO WG 161",NA,"Borehole",61,8.5,"Bedrock Met","2000-06-28",115650,339940,"to 1km","DOONADOBA","Ballycastle","Mayo","7","Agri & domestic use","Poor","V",34.9,NA,NA,12.2,2.9,152,14.6,42.7,NA,NA,NA,"Drilled by Dullea, Donegal","From Ballycastle, out past graveyard, 5miles. Bungalow on RHS with red roof surrounded by trees","4 hr test
Chemical data available","C"
44,"1133SWW004","MO WG 120",NA,"Borehole",45.7,0.9,"Bedrock Met","1998-09-14",117870,339510,"to 1km","CREEVAGH","Carrowmore","Mayo","7","Agri & domestic use","Poor",NA,109.1,NA,NA,NA,NA,NA,24.4,39.6,NA,NA,NA,"Drilled by Boland Bros, Enniscrone","Directions given on form","3 hr test; chemical data avialable","C"
45,"1425NWW009",NA,NA,"Borehole",NA,NA,NA,NA,141080,268530,"to 1km","IRISHTOWN","Claremorris","Mayo","101","Agri & domestic use",NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,"unknown",NA,"Jan1922-March 1922, old well, yield nil @9.3m. Yield unlimited @19.7m","C"
46,"1427NWW501",NA,NA,"Spring",NA,NA,NA,NA,149480,287280,"to 1km","TOOREEN",NA,"Mayo","82",NA,"Intermediate Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Water rises at the end of the ditch with small sand volcanoes where water is rising.","good flow from it.
Water Quality good.","C"
47,"1429SWW004","MO WG220",NA,"Borehole",99.1,5.5,"Bedrock Met","2000-04-10",153630,299300,"to 1km","CASHELDUFF","Charlestown","Mayo","63","Agri & domestic use","Poor","V",2.3,NA,NA,NA,0.03,152,15.2,105.2,NA,NA,NA,"Drilled by Dullea, Donegal",NA,"24 hr test","C"
48,"0831SEW005","Bellacorrick Power Station","E.S.B","Borehole",160,19.8,"Bedrock Met",NA,96650,319220,"to 2km","BELLACORICK",NA,"Mayo","27","Industrial use","Good",NA,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,"Rotary, 6 BH drilled, others were up to 36m deep in overburden","C"
49,"1125NEW015","ILC 1380A",NA,"Unknown",33.5,NA,"DTB Unknown",NA,130630,264370,"to 2km","ROOS","Lisnamoyle","Mayo","119","Agri & domestic use","Good","III",152.7,NA,NA,NA,37.1,NA,NA,NA,NA,NA,NA,"unknown","NGR's supplied. Info from Geoff Wrights check list CORKSCS",NA,"C"
50,"1125SEW113",NA,NA,"Borehole",15.2,NA,"DTB Unknown",NA,129330,254050,"to 2km","DALGAN","Shrule","Mayo","122","Agri & domestic use","Good",NA,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25845","C"
51,"1131NWW005",NA,NA,"Borehole",44.2,1.8,"Bedrock Met","1971-02-01",114200,324800,"to 2km","GLESGART",NA,"Mayo","21",NA,"Poor",NA,21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WTB/MYO 2502",NA,NA,"C"
52,"0531SEW001",NA,NA,"Borehole",28,4.3,"Bedrock Met",NA,72950,317830,"to 5km","ROY","Gweesalia","Mayo",NA,"Agri & domestic use","Failure",NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,"C"
53,"1125NEW011",NA,NA,"Borehole",64.6,2.4,"Bedrock Met","1977-02-23",126230,268330,"to 5km","HOLLYMOUNT","Claremorris","Mayo","100","Agri & domestic use","Poor",NA,21.8,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,"unknown",NA,"Good quality","C"
54,"1127NEW006",NA,"Treanagleara, Kiltimagh PWS","Spring",NA,NA,NA,NA,131560,289870,"to 5km","TREANNAGLEARA","Kiltamagh","Mayo","80","Public supply (Co Co)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
55,"1127NWW002",NA,"Mayo Co Op Creameries","Borehole",30.8,8.8,"Bedrock Met",NA,115100,289200,"to 5km","CASTLEBAR",NA,"Mayo","78","Agri & domestic use","Good",NA,327.3,NA,NA,NA,NA,125,NA,NA,NA,NA,NA,"unknown","on Castlebar road to Ballinrobe","Boring of 125mm 3/3/1931 and 25/5/1931","C"
1,"1433SEW010",NA,"Beltra GWS","Spring",NA,NA,NA,NA,157620,331090,"to 10m","CARROWGILPATRICK",NA,"Sligo","19","Group Scheme","Intermediate Spring",NA,1000,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
2,"1433SEW011","Tobernaveen",NA,"Spring",NA,NA,NA,NA,166620,334890,"to 10m","TOBERNAVEEN",NA,"Sligo","14",NA,"Intermediate Spring",NA,1120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"From Honor Chance's Thesis 2005: named on OS 6"" shhet",NA,"A"
3,"1729NWW265","ROBH129",NA,"Borehole",3.8,3.8,"Bedrock Not Met","2001-10-09",174740,300300,"to 10m","LISSERLOUGH",NA,"Sligo","9","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
4,"1729NWW505","Tober Mania",NA,"Spring",NA,NA,NA,NA,178090,309680,"to 10m","AGHANAGH",NA,"Sligo","40",NA,"Intermediate Spring",NA,518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"From Honor Chance's Thesis 2005: named on OS 6"" sheet",NA,"A"
5,"1729SWW501","ROBH128",NA,"Borehole",3.6,3.6,"Bedrock Presumed","2001-10-09",176790,297660,"to 10m","GRANGE MORE",NA,"Sligo","18","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
6,"1731SWW004","Toberacoll",NA,"Spring",NA,NA,NA,NA,172030,310490,"to 10m","GREENAN",NA,"Sligo","40",NA,"Intermediate Spring",NA,1640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"From Honor Chance's Thesis 2005: named on OS 6"" sheet",NA,"A"
7,"1731SWW005","Tober Cormac",NA,"Spring",NA,NA,NA,NA,170180,312630,"to 10m","TONAPONRA",NA,"Sligo","39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"From Honor Chance's Thesis 2005: named on OS 6"" sheet",NA,"A"
8,"1731SWW006","Tobercyach",NA,"Spring",NA,NA,NA,NA,181090,317490,"to 10m","RANNATRUFFAUN WEST",NA,"Sligo","35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"From Honor Chance's Thesis 2005: named on OS 6"" sheet",NA,"A"
9,"1731SWW007","Tober Patrick/Murry/Bride",NA,"Spring",NA,NA,NA,NA,175570,314300,"to 10m","CLOGHOGE UPPER",NA,"Sligo","34",NA,"Intermediate Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Honor Chance's Thesis 2005; 3 springs named on OS 6"" sheet",NA,"A"
